    CK12S030  2013 08 31.1259  2.308027  1.000761  183.7539  121.3080  112.9296  20130309  10.0  4.0  C/2012 S3 (PANSTARRS)                                    MPC 82320
    CK12S040  2013 06 28.0199  4.348684  0.999841  163.6147  173.1039  126.5410  20130309   8.5  4.0  C/2012 S4 (PANSTARRS)                                    MPC 82720
    PK12S06B  2012 11  1.0269  2.406465  0.385024   12.8098    9.5474   10.9874  20130309  14.0  4.0  P/2012 SB6 (Lemmon)                                      MPC 82720
    PK12T020  2013 04 20.3896  4.816877  0.161101  310.3548   73.7523   12.5602  20130309  10.0  4.0  P/2012 T2 (PANSTARRS)                                    MPC 82320
    CK12T040  2012 10 10.8621  1.954183  0.985220  219.8575   99.4253   24.0900  20130309  13.5  4.0  C/2012 T4 (McNaught)                                     MPC 81860
    CK12T050  2013 02 24.0594  0.322813  1.000403  318.0972  230.5937   72.0944  20130309  13.0  4.0  C/2012 T5 (Bressi)                                       MPC 82720
    PK12T08K  2013 05 10.5186  3.091244  0.261515  128.1800  289.7352    6.2948  20130309  13.0  4.0  P/2012 TK8 (Tenagra)                                     MPC 82720
    CK12U010  2014 07  4.5897  5.270815  0.997713   69.9419   26.9908   56.3667  20130309   7.5  4.0  C/2012 U1 (PANSTARRS)                                    MPC 82320
    PK12U020  2012 12  3.8116  3.627542  0.508016  229.5542  186.7583   10.5221  20130309  12.5  4.0  P/2012 U2 (PANSTARRS)                                    MPC 82720
    PK12U27S  2013 02  8.5509  1.820837  0.648668    1.2666   49.2066   39.2915  20130309  13.5  4.0  P/2012 US27 (Siding Spring)                              MPEC 2013-E06
    CK12V010  2013 07 21.4984  2.090118  0.999837  123.3123   85.3795  157.8430  20130309  12.0  4.0  C/2012 V1 (PANSTARRS)                                    MPC 82321
    CK12V020  2013 08 16.5026  1.454759  0.997619  217.3241  262.1631   67.1857  20130309   9.0  4.0  C/2012 V2 (LINEAR)                                       MPEC 2013-E06
    PK12W34A  2013 01 24.5837  3.173336  0.339393  353.1278   94.5231    6.1195  20130309  13.5  4.0  P/2012 WA34 (Lemmon-PANSTARRS)                           MPC 82721
