1	-2752670	-3820462	62.0166667	-6.7666667	620100	-64600	PJ17	NP29-06	P	PPLC 		FO	00				N				TORSHAVN	Tórshavn	Torshavn	1997-08-29
1	-1310968	-1897027	 -17.5333333	-149.5666667	-173200	-1493400	TF25	SE06-05	P	PPLC 		FP	00				N				PAPEETE	Papeete	Papeete	1995-05-22
1	-1456928	-2085971	48.8666667	2.3333333	485200	22000	DQ51	NM31-11	P	PPLC 	1	FR	00				N				PARIS	Paris	Paris	1997-12-17
3	-1199434	-1763273	13.4530556	 -16.5775	132711	-163439	CV28	ND28-09	P	PPLC 		GA	01				N				BANJUL	Banjul	Banjul	2000-09-22
3	-1326612	-1916621	0.3833333	9.45	2300	92700	NF54	NA32-15	P	PPLC 		GB	01				N				LIBREVILLE	Libreville	Libreville	1996-12-13
2	-2330077	9169993	41.725	44.7908333	414330	444727	MM81	NK38-08	P	PPLC 		GG	00				C				TBILISI	Tbilisi	Tbilisi	2003-01-31
2	-2330077	-3215634	41.725	44.7908333	414330	444727	MM81	NK38-08	P	PPLC 		GG	00				N	ka			TBILISI	T'bilisi	T'bilisi	2003-01-31
3	-2067935	-2867328	5.55	-0.2166667	53300	-1300	ZM01	NB30-12	P	PPLC 		GH	01				N				ACCRA	Accra	Accra	2004-09-16
1	-1205055	-1770953	36.1333333	-5.35	360800	-52100	TF80	NJ30-10	P	PPLC 		GI	00				N				GIBRALTAR	Gibraltar	Gibraltar	1997-08-29
1	-1202232	-1767030	12.05	 -61.75	120300	-614500	PU33	ND20-16	P	PPLC 		GJ	03				N				SAINTGEORGES	Saint George's	Saint George's	1995-04-26
1	-1176826	-1736161	49.45	-2.5333333	492700	-23200	WV37	NM30-08	P	PPLC 		GK	00				N				SAINTPETERPORT	Saint Peter Port	Saint Peter Port	1995-05-22
1	-2084615	-2894167	64.1833333	 -51.75	641100	-514500	DS61	NQ21-16	P	PPLC 	1	GL	03				N	DA			GODTHAB	Godthåb	Godthab	2004-05-25
1	-2084615	-2894166	64.1833333	 -51.75	641100	-514500	DS61	NQ21-16	P	PPLC 	1	GL	03				N	GC			NUUK	Nuuk	Nuuk	2004-05-25
1	-1746443	-2443847	52.5166667	13.4	523100	132400	UU91	NN33-10	P	PPLC 	1	GM	16				N				BERLIN	Berlin	Berlin	2004-05-05
1	-1202432	-1767285	16.0	 -61.7166667	160000	-614300	PC36	NE20-15	P	PPLC 		GP	00				N				BASSETERRE	Basse-Terre	Basse-Terre	1995-05-22
2	-814876	-1193882	37.9833333	23.7333333	375900	234400	GH40	NJ34-12	P	PPLC 		GR	35				C				ATHENS	Athens	Athens	2002-09-04
2	-814876	-1193881	37.9833333	23.7333333	375900	234400	GH40	NJ34-12	P	PPLC 		GR	35				N	GR			ATHINAI	Athínai	Athinai	2002-09-04
1	-1133206	-1676093	14.6211111	 -90.5269444	143716	-903137	YS61	ND15-08	P	PPLC 		GT	07				N				GUATEMALA	Guatemala	Guatemala	2001-08-22
3	-1178387	-1738120	9.5091667	 -13.7122222	93033	-134244	FR45	NC28-11	P	PPLC 		GV	04				N				CONAKRY	Conakry	Conakry	1999-05-25
1	-919880	-1361782	6.8	 -58.1666667	64800	-581000	UH75	NB21-06	P	PPLC 		GY	12				N				GEORGETOWN	Georgetown	Georgetown	1995-04-26
1	-70311	-104047	18.5391667	 -72.335	183221	-722006	YF85	NE18-08	P	PPLC 		HA	11				N				PORTAUPRINCE	Port-au-Prince	Port-au-Prince	2000-03-21
1	-1353149	-1948401	22.2833333	 114.15	221700	1140900	KK06	NF50-05	P	PPLC 		HK	00				N				HONGKONGHISTORICAL	Hong Kong (historical)	Hong Kong (historical)	2003-04-23
1	-1130280	-1668928	14.1	 -87.2166667	140600	-871300	DA75	ND16-06	P	PPLC 		HO	08				N				TEGUCIGALPA	Tegucigalpa	Tegucigalpa	1995-04-26
2	-101579	-148436	45.8	16.0	454800	160000	WL77	NL33-09	P	PPLC 	1	HR	21				N				ZAGREB	Zagreb	Zagreb	2005-06-04
2	-850553	-1266034	47.5	19.0833333	473000	190500	CT56	NL34-01	P	PPLC 		HU	05		1		N				BUDAPEST	Budapest	Budapest	1997-04-08
1	-2651804	-3660379	64.15	 -21.95	640900	-215700	VM51	NQ27-13	P	PPLC 		IC	10				N				REYKJAVIK	Reykjavík	Reykjavik	1998-04-03
5	-2679652	-3705818	-6.1744444	 106.8294444	-61028	1064946	YU01	SB48-12	P	PPLC 		ID	04				N				JAKARTA	Jakarta	Jakarta	2004-12-01
1	-1186980	-1748896	54.15	-4.4833333	540900	-42900	VF00	NN30-04	P	PPLC 		IM	00				N				DOUGLAS	Douglas	Douglas	1997-08-29
5	-2106102	-2923801	28.6	77.2	283600	771200	GM16	NH43-16	P	PPLC 		IN	07				N				NEWDELHI	New Delhi	New Delhi	2003-02-07
4	-3087341	-4351941	35.6719444	51.4244444	354019	512528	WV34	NI39-03	P	PPLC 		IR	26				N				TEHRAN	Tehrān	Tehran	1998-11-24
1	-126693	-193657	41.9	12.4833333	415400	122900	TG94	NK33-07	P	PPLC 		IT	07				N	JT			ROMA	Roma	Roma	2004-10-21
1	-126693	-193658	41.9	12.4833333	415400	122900	TG94	NK33-07	P	PPLC 		IT	07				C				ROME	Rome	Rome	2004-10-21
3	-2129107	-2953037	6.8166667	-5.2833333	64900	-51700	TN45	NB30-05	P	PPLC 		IV	58				N				YAMOUSSOUKRO	Yamoussoukro	Yamoussoukro	1997-01-21
3	-3103581	-4382143	33.3386111	44.3938889	332019	442338	MB48	NI38-10	P	PPLC 		IZ	07				C				BAGHDAD	Baghdad	Baghdad	1997-08-29
3	-3103581	-4382142	33.3386111	44.3938889	332019	442338	MB48	NI38-10	P	PPLC 		IZ	07				N	ar			BAGHDAD	Baghdād	Baghdad	1997-08-29
5	-246227	9170026	35.685	 139.7513889	354106	1394505	UE84	NI54-02	P	PPLC 	1	JA	40				C				TOKYO	Tokyo	Tokyo	2003-01-31
5	-246227	-375253	35.685	 139.7513889	354106	1394505	UE84	NI54-02	P	PPLC 	1	JA	40				N				TOKYO	Tōkyō	Tokyo	2003-01-31
1	-1187128	-1749097	49.1833333	-2.1	491100	-20600	WV64	NM30-08	P	PPLC 		JE	00				N				SAINTHELIER	Saint Helier	Saint Helier	1995-05-22
1	-3752438	-4990311	18.0	 -76.8	180000	-764800	UE09	NE18-05	P	PPLC 		JM	00				N				KINGSTON	Kingston	Kingston	1997-06-26
3	-970362	-1440594	31.95	35.9333333	315700	355600	YA73	NH36-04	P	PPLC 		JO	11				C				AMMAN	Amman	Amman	1997-08-29
3	-970362	-1440593	31.95	35.9333333	315700	355600	YA73	NH36-04	P	PPLC 		JO	11				N	AD			AMMAN	`Ammān	`Amman	1997-08-29
3	-2258072	-3116765	-1.2833333	36.8166667	-11700	364900	BU55	SA37-05	P	PPLC 		KE	05				N				NAIROBI	Nairobi	Nairobi	2000-11-15
2	-2331392	534561	42.8730556	74.6002778	425223	743601	DH64	NK43-05	P	PPLC 		KG	01				N	RU			BISHKEK	Bishkek	Bishkek	2001-10-24
4	-2331392	-3217446	42.8730556	74.6002778	425223	743601	DH64	NK43-05	P	PPLC 		KG	01				N	KM			BISHKEK	Bishkek	Bishkek	2001-10-24
5	-183459	-280737	39.0194444	 125.7547222	390110	1254517	YD32	NJ51-04	P	PPLC 	1	KN	12				N				PYONGYANG	P'yŏngyang	P'yongyang	2003-01-31
5	-183459	9170029	39.0194444	 125.7547222	390110	1254517	YD32	NJ51-04	P	PPLC 	1	KN	12				C				PYONGYANG	Pyongyang	Pyongyang	2003-01-31
5	-1352464	-1947164	1.3166667	 172.9666667	11900	1725800	QB14	NA59-12	P	PPLC 		KR	00				N				BAIRIKI	Bairiki	Bairiki	1998-12-11
5	-1352731	-1947675	-0.8833333	 169.5333333	-5300	1693200	LV30	SA59-02	P	PPLC 		KR	00				N				TARAWA	Tarawa	Tarawa	1996-12-16
5	-716583	-1010020	37.5663889	 126.9997222	373359	1265959	CG25	NJ52-09	P	PPLC 	1	KS	11				C				SEOUL	Seoul	Seoul	2000-01-18
5	-716583	-1013323	37.5663889	 126.9997222	373359	1265959	CG25	NJ52-09	P	PPLC 	1	KS	11				N	ko			SOUL	Sŏul	Soul	2000-01-18
1	-779059	-1116708	 -10.4166667	 105.7166667	-102500	1054300	WP74	SC48-11	P	PPLC 		KT	00				N				FLYINGFISHCOVE	Flying Fish Cove	Flying Fish Cove	1996-11-29
3	-789552	-1137812	29.3697222	47.9783333	292211	475842	QT85	NH38-12	P	PPLC 		KU	00				N	AD			ALKUWAYT	Al Kuwayt	Al Kuwayt	1998-06-17
3	-789552	-1137813	29.3697222	47.9783333	292211	475842	QT85	NH38-12	P	PPLC 		KU	00				C				KUWAIT	Kuwait	Kuwait	1998-06-17
1	-2334218	535499	51.1811111	71.4277778	511052	712540	XB67	NM42-03	P	PPLC 		KZ	05				N	RU			ASTANA	Astana	Astana	2001-08-30
4	-2334218	489357	51.1811111	71.4277778	511052	712540	XB67	NM42-03	P	PPLC 		KZ	05				N	KE			ASTANA	Astana	Astana	2001-08-30
1	-2669740	-3857863	17.9666667	 102.6	175800	1023600	TE48	NE48-09	P	PPLC 		LA	11				N	LC			VIANGCHAN	Viangchan	Viangchan	1998-08-11
1	-2669740	-3685893	17.9666667	 102.6	175800	1023600	TE48	NE48-09	P	PPLC 		LA	11				C				VIENTIANE	Vientiane	Vientiane	1998-08-11
3	-801546	-1160775	33.8719444	35.5097222	335219	353035	YC35	NI36-12	P	PPLC 		LE	04				C				BEIRUT	Beirut	Beirut	1999-03-25
3	-801546	-1161373	33.8719444	35.5097222	335219	353035	YC35	NI36-12	P	PPLC 		LE	04				N				BEYROUTH	Beyrouth	Beyrouth	1999-03-25
2	-3212216	-4549022	56.95	24.1	565700	240600	LD21	NO35-10	P	PPLC 	1	LG	25				N				RIGA	Rīga	Riga	2002-07-10
2	-2620663	-3610216	54.6833333	25.3166667	544100	251900	LA96	NN35-04	P	PPLC 	1	LH	65				N				VILNIUS	Vilnius	Vilnius	2001-10-25
3	-2134012	-2960573	6.3105556	 -10.8047222	61838	-104817	LG09	NB29-05	P	PPLC 		LI	14				N				MONROVIA	Monrovia	Monrovia	1996-02-28
2	-840999	-1253247	48.15	17.1166667	480900	170700	XP53	NM33-12	P	PPLC 		LO	02				N				BRATISLAVA	Bratislava	Bratislava	2002-07-15
1	-1187190	-1749210	47.1333333	9.5166667	470800	93100	NT32	NL32-02	P	PPLC 		LS	11				N				VADUZ	Vaduz	Vaduz	2004-10-27
3	-1405824	-2018345	 -29.3166667	27.4833333	-291900	272900	NH45	SH35-07	P	PPLC 		LT	14				N				MASERU	Maseru	Maseru	2004-09-16
1	-1736191	-2432488	49.6116667	6.13	493642	60748	KV99	NM32-07	P	PPLC 		LU	03				N				LUXEMBOURG	Luxembourg	Luxembourg	1997-09-03
3	-3178767	-4490185	32.8925	13.18	325333	131048	US24	NI33-13	P	PPLC 		LY	61				N	AD			TARABULUS	Ţarābulus	Tarabulus	1998-09-11
3	-3178767	-4490186	32.8925	13.18	325333	131048	US24	NI33-13	P	PPLC 		LY	61				C				TRIPOLI	Tripoli	Tripoli	1998-09-11
3	-207091	-310078	 -18.9166667	47.5166667	-185500	473100	QE60	SE38-12	P	PPLC 		MA	05				N				ANTANANARIVO	Antananarivo	Antananarivo	1997-02-26
1	-1554082	-2211615	14.6	 -61.0833333	143600	-610500	QB01	ND20-08	P	PPLC 		MB	00				N				FORTDEFRANCE	Fort-de-France	Fort-de-France	1995-05-22
1	-1204094	-1769639	22.2	 113.55	221200	1133300	GE65	NF49-08	P	PPLC 		MC	00				N				MACAU	Macau	Macau	1996-11-29
2	-2276223	-3141338	47.0055556	28.8575	470020	285127	PN40	NL35-03	P	PPLC 	1	MD	57				N				CHISINAU	Chişinău	Chisinau	2005-02-03
