HD132345  14   58   53.58104    -11      8  38.4532    K3IIICN...                        5.865
HD132933  15    1   48.91968     00      8  25.0676    M0.5IIb                            5.73
HD133124  15    2    6.50855     25      0  29.3003    K4III                             4.803
HD134083  15    7   18.06607     24     52   9.1012    F5V                                4.93
HD134987  15   13   28.66706    -25     18  33.6468    G6IV-V                            6.461
HD135482  15   15   11.35199     04     56  21.7099    K0III                             5.345
HD135722  15   15   30.16295     33     18  53.3926    G8III                              3.47
HD136064  15   14   38.34015     67     20  48.1972    F9IV                                5.1
HD136202  15   19    18.7971     01     45  55.4685    F8III-IV                            5.1
HD136726  15   17    5.88899     71     49  26.0466    K4III                             5.024
HD137071  15   22   37.37153     39     34  53.2659    K4III                             5.559
HD137391  15   24   29.42836     37     22  37.7577    F0V                               4.307
HD137471  15   25    47.3975     15     25  40.9307    M1III                             5.167
HD137510  15   25   53.26905     19     28  50.5599    G0IV-V                            6.256
HD137704  15   26   17.38405     34     20   9.5831    K4III                             5.467
HD137759  15   24   55.77463     58     57  57.8344    K2III                              3.31
HD137909  15   27   49.73153     29      6  20.5224    F0p                                3.68
HD138290  15   30   55.43329     08     34  44.7373    F4Vw                              6.571
HD138481  15   30   55.75951     40     49  58.9743    K5III                              5.05
HD138764  15   34   26.51504    -09     11   0.2948    B6IV                              5.147
HD139195  15   36   29.57967     10      0  36.6338    K0III:CNs...                      5.261
HD139446  15   38   54.55783    -19     18    6.825    G8III/IV                          5.368
HD139641  15   37    49.5979     40     21  12.3635    G7.5IIIb                          5.263
HD139669  15   31   24.92751     77     20  57.6665    K5III                             5.001
HD140160  15   41   47.41465     12     50  51.1057    A0p...                            5.323
HD141004  15   46   26.61421     07     21  11.0449    G0IV-V                             4.42
HD141714  15   49   35.64682     26      4   6.2065    G3.5III                           4.601
HD141851  15   51   15.59418    -03      5  25.7938    A3Vn                                5.1
HD142373  15   52   40.54141     42     27   5.4664    F8Ve...                            4.62
HD142703  15   56   33.37364    -14     49   45.976    A2Ib/II                           6.123
HD142860  15   56   27.18269     15     39  41.8206    F6IV                               3.84
HD142908  15   55   47.58679     37     56  49.0491    F0IV                               5.44
HD143459  16    0   47.63255    -08     24  40.8864    A0Vs                               5.53
HD143761  16    1    2.66176     33     18   12.633    G0V                                5.41
HD143807  16    1   26.56488     29     51   3.8243    A0p...                            4.975
HD144172  16    4   29.59107     00     40  20.0113    F8                                6.809
HD144585  16    7    3.36946    -14      4  16.6659    G1.5V                              6.32
HD144608  16    7   24.32818    -20     52   7.5518    G7III                             4.328
HD145148  16    9   11.21455     06     22  43.3021    K1.5IV                             5.94
HD145250  16   11    2.06866    -29     24  58.3842    K3III                             5.103
HD145675  16   10   24.31383     43     49   3.5264    K0V                                6.67
HD145976  16   12   45.47092     26     40  14.0947    F3V                                 6.5
HD146051  16   14   20.73853    -03     41  39.5612    M0.5III                            2.74
HD146624  16   18   17.90017    -28     36  50.4768    A0V                               4.792
HD148112  16   25   24.95425     14      1  59.7711    B9p...                            4.574
HD148513  16   28   33.98107     00     39  54.0122    K4III                             5.401
HD148786  16   31    8.36732    -16     36  45.8306    G9III                             4.293
HD148897  16   30   33.54885     20     28  45.0739    G8III                              5.25
HD148898  16   32    8.19983    -21     27   59.012    A7p                               4.443
HD149009  16   31   13.43102     22     11  43.6496    K5III                             5.781
HD149121  16   32   35.68567     05     31  16.3897    B9.5III                           5.624
HD149161  16   32    36.2919     11     29  16.9479    K4III                              4.84
HD149661  16   36   21.44979    -02     19  28.5195    K2V                                5.77
HD150012  16   37   48.00992     13     41  13.3245    F5IV                               6.32
HD150177  16   39   39.12989    -09     33  16.5129    F3V                               6.339
HD150275  16   30   38.80104     77     26  47.4533    K1III                              6.34
HD150453  16   41   53.69101    -19     55  27.7538    F3V                               5.576
HD151203  16   45   22.51901     15     44  43.0347    M3III                             5.644
HD151217  16   45    49.8919     08     34  57.3996    K5III                              5.16
HD152601  16   54   35.69321    -06      9  14.3334    K2III                             5.235
HD152781  16   56    1.84439    -16     48  22.5539    K0/K1III/IV                        6.34
HD153882  17    1   33.05116     14     56  58.9808    B9p...                            6.279
HD154733  17    6   18.04768     22      5   2.9558    K3III                             5.578
HD155078  17    9   47.95022    -10     31   23.891    F5IV                              5.437
HD155763  17    8   47.19596     65     42  52.8634    B6III                             3.174
HD156026  17   16   13.36242    -26     32   46.129    K5V                                6.34
HD156283  17   15    2.83436     36     48  32.9843    K3Iab:                            3.156
HD157089  17   21    7.05567     01     26   34.988    F9V                                6.95
HD157214  17   20     39.295     32     28    21.15    G0V                                 5.4
HD157373  17   20   33.77383     48     11  19.6525    F4V                                6.43
HD157856  17   25   57.87555    -01     39   6.4019    F3V                               6.452
HD157910  17   24   27.11459     36     57   6.9336    G5III+...                         6.266
HD157919  17   27   21.27571    -29     52   1.3262    F5III-IV                          4.286
HD159332  17   33   22.82472     19     15  24.0362    F6V                               5.659
HD160762  17   39   27.88609     46      0  22.8001    B3IV                                3.8
HD160933  17   36   39.93619     69     34  14.6907    F9V                                6.42
HD161074  17   42   28.36218     24     33  50.6133    K4III                              5.57
HD161096  17   43   28.35265     04     34   2.2955    K2III                              2.75
HD161149  17   43   22.02212     14     17  42.6046    F5II                              6.229
HD161695  17   45   40.23467     31     30  16.8462    A0Ib                              6.246
HD161797  17   46   27.52667     27     43  14.4379    G5IV                              3.417
HD161817  17   46   40.62957     25     44  56.9482    sdA2                              6.988
HD162211  17   48   49.14641     25     37  22.3298    K2III                             5.104
HD163990  17   56    48.5269     45     21    3.067    M5II-III                           6.34
HD163993  17   57   45.88571     29     14  52.3675    G8III                             3.705
HD164058  17   56   36.36988     51     29  20.0242    K5III                              2.23
HD164136  17   58   30.14909     30     11   21.387    F2II                              4.411
HD164349  18    0    3.41606     16     45   3.3099    K0.5IIb                           4.674
HD164353  18    0   38.71619     02     55  53.6324    B5I                               3.974
HD164432  18    0    52.8582     06     16   5.8569    B2IV                              6.341
HD164975  18    5    1.22409    -29     34  48.3199    F7.2Ib                             4.66
HD165341  18    5   27.28518     02     30   0.3558    K0V                                4.03
HD165438  18    6   15.19733    -04     45   4.5135    K1IV                              5.748
HD165634  18    8    4.97982    -28     27  25.5316    G7:IIIb                            4.57
HD165908  18    7    1.53971     30     33  43.6896    F7V                               5.068
HD166208  18    7   28.73963     43     27  42.8438    G8IIICN...                        5.011
HD166285  18    9   54.01381     03      7  11.3831    F5V                                5.69
HD166460  18   10   40.29954     03     19  27.3253    K2III                               5.5
HD166620  18    9   37.41626     38     27   27.996    K2V                                6.37
HD167006  18   11   54.15684     31     24   19.257    M3III                             4.994
HD167665  18   17   23.75283    -28     17  20.3104    F9VFe-0.8CH-0.4                     6.4
HD167768  18   16   53.10111    -03      0  26.6453    G3III                                 6
HD168322  18   17    6.81383     40     56  12.2153    G8.5IIIb                          6.138
HD168608  18   21   22.98643    -18     51  36.0018    F8II                               5.77
HD168720  18   20    17.9148     21     57  40.6656    M0III                             4.946
HD168723  18   21   18.60056    -02     53  55.7766    K0III-IV                           3.26
HD169027  18   16   58.74015     68     44  29.2419    A0                                6.779
HD169985  18   27   12.50775     00     11  45.9912    A0Vs+G:III                         5.21
