0.212
9.627 -25.064 4
8.569 -5.244 8
8.560 -5.009 7
9.616 -25.308 3
8.558 -5.431 7
8.550 -5.195 5
9.821 -28.336 3
8.935 -15.319 7
8.650 -8.837 4
8.487 -4.377 9
8.479 -4.139 4
8.935 -15.743 3
8.924 -15.527 10
8.913 -15.310 8
8.903 -15.093 3
8.639 -9.029 3
8.469 -4.320 3
8.461 -4.080 3
8.453 -3.840 12
8.923 -15.951 5
8.913 -15.734 8
8.902 -15.517 5
8.892 -15.299 4
8.450 -4.260 3
8.442 -4.019 8
8.434 -3.778 10
8.426 -3.537 4
8.418 -3.295 7
8.411 -3.053 7
8.403 -2.811 3
8.423 -3.956 5
8.415 -3.715 4
8.408 -3.472 4
8.400 -3.230 5
8.392 -2.987 4
10.321 -34.306 3
10.302 -34.177 9
10.284 -34.048 4
8.622 -10.486 8
8.613 -10.254 3
8.474 -6.479 3
10.294 -34.448 3
8.250 0.887 8
8.268 2.051 5
10.210 -34.858 7
10.192 -34.722 3
9.557 -28.680 5
9.542 -28.500 8
9.527 -28.320 4
8.489 -8.877 4
8.366 -5.255 3
8.358 -5.011 5
8.305 -3.290 5
9.967 -33.249 5
9.950 -33.096 4
9.531 -28.740 7
9.516 -28.559 5
9.501 -28.376 3
8.530 -10.486 3
8.355 -5.429 4
8.347 -5.184 3
10.136 -34.976 4
10.118 -34.835 5
9.957 -33.508 4
9.939 -33.354 4
9.922 -33.199 3
9.888 -32.886 5
9.871 -32.728 3
9.754 -31.590 3
9.431 -27.874 4
8.697 -15.094 8
8.687 -14.865 8
8.677 -14.636 8
8.450 -8.760 3
8.441 -8.519 7
8.433 -8.278 3
8.336 -5.357 3
10.296 -36.460 4
9.946 -33.765 4
9.929 -33.611 4
9.911 -33.456 3
9.894 -33.299 3
9.877 -33.141 4
9.860 -32.983 3
9.843 -32.823 3
9.776 -32.172 3
8.715 -15.972 3
8.685 -15.288 3
8.675 -15.059 5
8.438 -8.939 4
8.430 -8.698 5
8.421 -8.456 17
8.168 0.702 3
9.953 -34.177 3
9.936 -34.023 3
9.918 -33.868 3
9.901 -33.712 3
9.884 -33.555 3
9.866 -33.396 3
9.849 -33.237 3
9.832 -33.076 3
9.467 -29.088 4
9.452 -28.903 5
9.437 -28.717 3
8.418 -8.876 4
8.410 -8.634 5
8.402 -8.391 5
9.908 -34.124 3
9.890 -33.967 3
9.873 -33.809 3
9.856 -33.650 3
9.838 -33.490 3
9.821 -33.329 3
9.804 -33.166 3
9.440 -29.138 4
9.426 -28.952 16
9.411 -28.764 25
9.396 -28.575 12
9.012 -22.754 4
8.575 -13.584 4
8.407 -9.053 3
8.399 -8.810 5
8.390 -8.567 5
8.382 -8.324 4
8.374 -8.080 3
10.134 -36.318 4
10.115 -36.176 7
10.096 -36.033 3
9.845 -33.904 3
9.827 -33.743 3
9.810 -33.581 3
9.793 -33.418 3
9.414 -29.186 10
9.399 -28.997 14
9.385 -28.808 11
8.387 -8.986 4
8.379 -8.743 5
8.371 -8.499 5
8.363 -8.255 3
10.123 -36.582 5
10.105 -36.440 5
10.086 -36.297 5
10.012 -35.710 4
9.782 -33.669 3
9.765 -33.504 3
9.715 -33.002 5
9.698 -32.832 8
9.387 -29.230 4
9.373 -29.040 11
9.358 -28.849 11
8.376 -9.161 3
8.368 -8.917 3
10.094 -36.704 3
9.771 -33.919 3
9.754 -33.753 3
9.720 -33.418 3
9.704 -33.249 5
9.687 -33.079 7
9.670 -32.908 7
9.361 -29.272 11
9.346 -29.080 11
8.254 -5.880 13
8.246 -5.630 36
11.012 -41.901 5
10.161 -37.533 5
10.141 -37.394 3
9.692 -33.496 5
9.675 -33.325 7
9.659 -33.153 7
9.643 -32.980 4
9.546 -31.920 12
9.530 -31.740 22
9.515 -31.558 10
9.349 -29.503 9
9.334 -29.310 10
9.320 -29.117 3
9.194 -27.340 3
9.181 -27.139 8
9.167 -26.936 8
9.154 -26.733 7
8.565 -15.270 7
8.242 -6.046 24
8.235 -5.796 29
8.227 -5.546 27
11.006 -42.191 3
9.697 -33.914 3
9.681 -33.743 7
9.664 -33.571 7
9.647 -33.398 7
9.631 -33.225 5
9.534 -32.160 10
9.518 -31.979 11
9.503 -31.797 4
9.322 -29.540 4
9.308 -29.346 4
9.293 -29.151 4
9.168 -27.360 5
9.155 -27.157 7
9.141 -26.954 7
9.128 -26.749 3
8.682 -18.477 3
8.563 -15.692 3
8.231 -6.212 16
8.223 -5.961 20
8.216 -5.711 15
8.208 -5.460 5
9.669 -33.989 4
9.652 -33.817 5
9.636 -33.643 5
9.619 -33.469 5
9.324 -29.963 4
9.310 -29.769 4
9.295 -29.574 4
9.281 -29.378 4
9.156 -27.581 4
9.142 -27.378 7
9.129 -27.173 7
9.116 -26.968 7
9.103 -26.762 3
8.701 -19.357 7
8.691 -19.128 3
8.681 -18.899 3
8.670 -18.670 3
8.660 -18.440 3
8.219 -6.377 4
8.212 -6.126 13
8.204 -5.875 12
8.197 -5.623 7
8.190 -5.371 3
9.866 -36.226 9
9.848 -36.067 4
9.624 -33.887 3
9.607 -33.712 5
9.297 -29.997 4
9.283 -29.802 4
9.269 -29.605 4
9.254 -29.408 3
9.171 -28.208 4
9.143 -27.802 5
9.130 -27.597 7
9.116 -27.392 7
9.103 -27.186 4
9.090 -26.979 3
9.077 -26.772 3
9.064 -26.564 3
8.700 -19.779 3
8.689 -19.551 4
8.679 -19.322 3
8.668 -19.093 3
8.658 -18.863 3
8.520 -15.590 3
8.200 -6.290 3
8.193 -6.038 4
8.186 -5.786 5
11.874 -44.675 4
9.837 -36.320 7
9.819 -36.159 5
9.801 -35.996 3
9.748 -35.501 4
9.731 -35.333 16
9.713 -35.165 9
9.612 -34.131 5
9.595 -33.955 5
9.579 -33.777 3
9.285 -30.225 3
9.270 -30.029 4
9.256 -29.831 12
9.242 -29.634 4
9.158 -28.429 3
9.144 -28.225 3
9.131 -28.021 4
9.117 -27.816 5
9.104 -27.610 5
9.091 -27.403 3
9.077 -27.196 3
9.064 -26.988 3
9.051 -26.779 3
8.666 -19.515 3
8.656 -19.285 3
8.585 -17.660 7
8.479 -15.059 4
11.873 -44.975 3
9.844 -36.734 4
9.825 -36.573 5
9.807 -36.411 5
9.736 -35.750 7
9.719 -35.582 9
9.702 -35.412 9
9.684 -35.242 4
9.667 -35.070 4
9.650 -34.898 3
9.600 -34.374 3
9.583 -34.197 3
9.438 -32.559 5
9.377 -31.805 3
9.258 -30.255 4
9.243 -30.057 4
9.105 -28.034 4
9.091 -27.828 4
9.078 -27.620 4
9.065 -27.412 3
9.052 -27.203 3
9.039 -26.994 3
8.467 -15.240 7
8.458 -15.000 5
8.098 -3.819 3
8.092 -3.563 4
8.038 -1.505 8
8.031 -1.246 3
8.087 3.975 9
9.832 -36.987 3
9.814 -36.825 3
9.725 -35.998 3
9.707 -35.829 8
9.690 -35.659 5
9.672 -35.488 4
9.655 -35.316 4
9.473 -33.351 7
9.457 -33.166 10
9.442 -32.980 8
9.426 -32.794 5
9.410 -32.606 5
9.092 -28.252 3
9.078 -28.044 4
9.065 -27.836 4
9.052 -27.627 8
9.039 -27.418 4
8.683 -20.820 4
8.455 -15.420 3
8.446 -15.180 5
8.437 -14.939 5
8.073 -3.462 3
8.067 -3.205 7
8.060 -2.947 4
8.026 -1.657 5
8.020 -1.398 4
10.441 -41.626 3
10.419 -41.507 15
10.398 -41.385 8
9.894 -37.879 5
9.820 -37.240 3
9.660 -35.734 3
9.643 -35.561 3
9.477 -33.772 9
9.461 -33.587 12
9.445 -33.402 10
9.429 -33.215 10
9.413 -33.028 9
9.398 -32.839 7
9.382 -32.650 5
9.189 -30.105 3
9.175 -29.903 11
