0.212
9.161 -29.701 5
9.066 -28.260 8
9.052 -28.052 9
9.039 -27.842 16
9.026 -27.632 12
8.828 -24.172 3
8.725 -22.154 5
8.671 -21.013 3
8.660 -20.783 3
8.557 -18.456 4
8.547 -18.220 9
8.538 -17.984 4
8.443 -15.599 4
8.433 -15.358 5
8.424 -15.117 5
8.055 -3.359 3
10.432 -41.902 11
10.410 -41.781 17
10.388 -41.659 16
9.827 -37.655 4
9.808 -37.492 3
9.790 -37.329 3
9.665 -36.152 3
9.648 -35.979 3
9.631 -35.805 16
9.614 -35.630 22
9.480 -34.193 11
9.464 -34.008 11
9.448 -33.823 11
9.432 -33.637 10
9.416 -33.449 10
9.401 -33.261 10
9.385 -33.072 8
9.369 -32.882 7
9.177 -30.327 7
9.162 -30.125 11
9.148 -29.921 11
9.134 -29.717 3
9.066 -28.685 4
9.053 -28.476 8
9.039 -28.266 12
9.026 -28.056 12
9.013 -27.845 12
8.949 -26.779 4
8.924 -26.348 4
8.899 -25.914 5
8.887 -25.696 8
8.874 -25.477 3
8.712 -22.350 3
8.535 -18.406 7
8.525 -18.169 5
8.430 -15.778 3
8.421 -15.537 3
8.359 -13.834 3
7.961 0.805 8
10.444 -42.296 5
10.422 -42.177 10
10.400 -42.055 13
10.378 -41.933 11
9.852 -38.229 11
9.834 -38.069 16
9.815 -37.907 11
9.797 -37.744 8
9.778 -37.580 3
9.671 -36.570 3
9.653 -36.397 9
9.636 -36.224 15
9.618 -36.049 22
9.601 -35.873 22
9.584 -35.697 22
9.500 -34.797 12
9.484 -34.614 18
9.468 -34.430 12
9.452 -34.244 11
9.435 -34.058 10
9.419 -33.871 10
9.404 -33.683 10
9.388 -33.494 10
9.372 -33.304 9
9.357 -33.113 8
9.341 -32.921 7
9.326 -32.728 4
9.311 -32.535 3
9.295 -32.340 5
9.164 -30.549 8
9.149 -30.345 9
9.135 -30.141 11
9.121 -29.936 4
9.053 -28.900 3
9.040 -28.691 9
9.026 -28.480 11
9.013 -28.269 11
9.000 -28.057 11
8.987 -27.845 5
8.974 -27.632 3
8.961 -27.418 4
8.948 -27.203 4
8.936 -26.988 3
8.898 -26.338 11
8.886 -26.120 16
8.874 -25.901 23
8.861 -25.682 21
8.849 -25.462 4
8.790 -24.352 5
8.778 -24.128 8
8.767 -23.904 7
8.755 -23.679 4
8.613 -20.703 9
8.603 -20.470 4
8.562 -19.534 9
8.552 -19.299 9
8.522 -18.590 3
8.512 -18.353 4
8.503 -18.115 3
7.943 0.690 3
10.390 -42.329 5
10.282 -41.696 4
9.878 -38.802 5
9.859 -38.643 16
9.840 -38.483 16
9.822 -38.322 16
9.803 -38.159 16
9.785 -37.995 9
9.766 -37.830 5
9.658 -36.815 5
9.641 -36.642 11
9.623 -36.468 13
9.606 -36.292 18
9.589 -36.116 22
9.572 -35.938 22
9.555 -35.760 22
9.488 -35.034 7
9.471 -34.851 12
9.455 -34.666 12
9.439 -34.480 11
9.423 -34.293 10
9.407 -34.105 10
9.391 -33.916 10
9.375 -33.726 9
9.359 -33.535 9
9.344 -33.344 9
9.328 -33.151 7
9.313 -32.957 3
9.298 -32.763 3
9.282 -32.567 3
9.267 -32.371 10
9.252 -32.174 10
9.238 -31.976 5
9.151 -30.769 7
9.136 -30.565 7
9.122 -30.360 5
9.108 -30.155 4
9.094 -29.948 3
9.027 -28.905 11
9.013 -28.693 12
9.000 -28.482 12
8.987 -28.269 11
8.974 -28.056 10
8.961 -27.842 8
8.948 -27.627 12
8.935 -27.412 4
8.897 -26.762 8
8.885 -26.544 15
8.873 -26.325 15
8.860 -26.106 17
8.848 -25.886 18
8.836 -25.665 4
8.789 -24.776 3
8.777 -24.552 9
8.765 -24.327 7
8.754 -24.102 7
8.742 -23.877 5
8.697 -22.968 10
8.686 -22.740 10
8.675 -22.511 10
8.665 -22.281 10
8.611 -21.125 5
8.601 -20.892 12
8.590 -20.658 10
8.580 -20.425 4
8.570 -20.190 4
8.559 -19.955 7
8.549 -19.720 18
8.539 -19.484 13
8.529 -19.248 11
8.519 -19.011 7
8.509 -18.774 5
8.500 -18.536 3
8.490 -18.297 3
8.424 -16.617 3
8.387 -15.647 3
8.378 -15.404 4
8.369 -15.160 8
8.360 -14.915 5
8.014 -3.557 4
7.976 2.667 3
10.272 -41.966 31
10.250 -41.834 17
9.885 -39.215 3
9.866 -39.057 10
9.847 -38.897 12
9.828 -38.736 14
9.810 -38.574 15
9.791 -38.410 12
9.772 -38.246 9
9.754 -38.080 3
9.628 -36.886 3
9.611 -36.711 7
9.593 -36.535 15
9.576 -36.358 20
9.559 -36.179 21
9.542 -36.000 21
9.525 -35.819 11
9.508 -35.638 4
9.492 -35.455 5
9.475 -35.272 7
9.459 -35.087 12
9.442 -34.901 12
9.426 -34.714 11
9.410 -34.527 10
9.394 -34.338 13
9.378 -34.148 15
9.362 -33.958 12
9.346 -33.766 11
9.331 -33.574 10
9.315 -33.380 9
9.300 -33.186 8
9.285 -32.991 5
9.269 -32.794 10
9.254 -32.597 10
9.239 -32.399 10
9.224 -32.200 7
9.123 -30.784 5
9.109 -30.579 3
9.095 -30.372 3
9.027 -29.329 7
9.013 -29.118 14
9.000 -28.906 18
8.987 -28.693 17
8.974 -28.480 14
8.961 -28.266 12
8.948 -28.052 12
8.935 -27.836 10
8.922 -27.620 5
8.909 -27.403 3
8.897 -27.186 4
8.884 -26.968 11
8.872 -26.749 12
8.860 -26.530 14
8.847 -26.309 16
8.835 -26.089 16
8.823 -25.867 10
8.787 -25.199 9
8.776 -24.975 9
8.764 -24.751 9
8.752 -24.526 9
8.741 -24.300 9
8.729 -24.074 9
8.718 -23.847 7
8.707 -23.619 8
8.696 -23.391 10
8.684 -23.163 12
8.673 -22.933 13
8.662 -22.704 14
8.652 -22.473 14
8.641 -22.242 12
8.598 -21.314 9
8.588 -21.080 11
8.577 -20.846 8
8.567 -20.612 4
8.557 -20.377 4
8.547 -20.141 5
8.536 -19.905 10
8.526 -19.669 12
8.516 -19.432 11
8.507 -19.194 5
8.497 -18.956 5
8.487 -18.718 5
8.477 -18.479 4
8.468 -18.240 3
8.375 -15.822 3
8.366 -15.578 3
8.357 -15.334 4
8.348 -15.089 4
8.339 -14.844 3
8.214 -11.119 4
8.030 -4.745 11
8.009 -3.967 3
8.003 -3.708 3
8.011 4.637 3
13.824 -41.696 4
10.283 -42.367 16
10.261 -42.236 24
10.240 -42.103 21
10.218 -41.969 9
10.197 -41.833 4
10.031 -40.696 3
10.011 -40.547 7
9.991 -40.397 7
9.971 -40.246 7
9.952 -40.093 3
9.912 -39.784 8
9.893 -39.628 11
9.874 -39.470 12
9.854 -39.311 13
9.835 -39.150 13
9.816 -38.989 13
9.797 -38.826 13
9.779 -38.661 10
9.760 -38.496 9
9.742 -38.329 9
9.723 -38.162 5
9.598 -36.954 16
9.581 -36.777 23
9.563 -36.599 22
9.546 -36.420 21
9.529 -36.240 21
9.512 -36.058 21
9.495 -35.876 9
9.479 -35.693 7
9.462 -35.508 7
9.446 -35.323 9
9.429 -35.136 11
9.413 -34.949 16
9.397 -34.760 20
9.381 -34.571 16
9.365 -34.380 14
9.349 -34.189 13
9.333 -33.996 12
9.318 -33.803 11
9.302 -33.609 10
9.287 -33.414 17
9.271 -33.218 13
9.256 -33.021 10
9.241 -32.823 10
9.226 -32.624 7
9.167 -31.820 3
9.124 -31.208 3
9.110 -31.003 4
9.096 -30.797 3
9.013 -29.542 10
9.000 -29.330 11
8.987 -29.118 15
8.973 -28.905 16
8.960 -28.691 15
8.947 -28.476 13
8.934 -28.260 12
8.922 -28.044 12
8.909 -27.828 11
8.896 -27.610 11
8.884 -27.392 8
8.871 -27.173 9
8.859 -26.954 10
8.846 -26.733 11
8.834 -26.513 15
8.822 -26.291 14
8.810 -26.069 13
8.798 -25.846 15
8.786 -25.623 17
8.774 -25.399 20
8.762 -25.174 14
8.751 -24.949 9
8.739 -24.723 9
8.728 -24.497 9
8.716 -24.270 9
8.705 -24.042 9
8.694 -23.814 10
8.682 -23.585 14
8.671 -23.356 15
8.660 -23.126 14
8.649 -22.896 14
8.638 -22.665 13
8.628 -22.433 12
8.617 -22.201 14
8.606 -21.969 28
8.596 -21.736 28
8.585 -21.502 10
8.575 -21.268 4
8.564 -21.033 4
8.554 -20.798 4
8.544 -20.562 4
8.534 -20.326 4
8.524 -20.090 5
8.514 -19.853 8
8.504 -19.615 9
8.494 -19.377 7
8.484 -19.138 5
8.474 -18.899 5
8.464 -18.660 5
8.455 -18.420 3
8.445 -18.180 3
8.335 -15.261 3
8.327 -15.016 9
8.202 -11.283 3
8.025 -5.155 5
8.018 -4.896 3
7.998 -4.118 3
7.991 -3.858 3
13.835 -41.963 3
13.814 -42.100 3
11.625 -47.193 15
11.598 -47.163 4
10.294 -42.767 9
10.272 -42.637 20
10.251 -42.505 20
10.229 -42.372 14
10.208 -42.237 11
10.186 -42.100 7
10.020 -40.957 3
10.000 -40.807 7
9.980 -40.657 7
9.960 -40.505 8
9.940 -40.351 16
9.920 -40.196 15
9.900 -40.040 13
9.881 -39.883 12
9.861 -39.724 12
9.842 -39.564 13
9.823 -39.403 13
9.804 -39.241 13
9.785 -39.077 11
9.766 -38.912 9
9.748 -38.746 9
9.729 -38.578 9
9.711 -38.410 3
9.603 -37.373 11
9.585 -37.197 13
9.568 -37.019 18
9.551 -36.840 22
9.533 -36.660 22
9.516 -36.479 21
9.499 -36.297 21
9.482 -36.113 14
9.466 -35.929 8
9.449 -35.744 7
9.433 -35.558 9
9.416 -35.370 10
9.400 -35.182 17
9.384 -34.993 16
9.368 -34.802 15
9.352 -34.611 12
9.336 -34.419 12
9.320 -34.226 12
9.304 -34.032 10
9.289 -33.837 12
9.273 -33.641 13
9.258 -33.444 13
9.243 -33.246 10
9.228 -33.047 8
9.213 -32.848 3
9.168 -32.244 5
9.154 -32.041 4
9.111 -31.427 4
9.097 -31.221 4
9.082 -31.014 4
9.000 -29.755 3
8.987 -29.542 10
8.973 -29.329 14
8.960 -29.115 15
8.947 -28.900 13
8.934 -28.685 12
8.921 -28.469 12
8.908 -28.252 14
8.895 -28.034 13
8.883 -27.816 12
8.870 -27.597 11
8.858 -27.378 9
8.845 -27.157 9
8.833 -26.936 9
8.821 -26.715 13
8.809 -26.493 14
8.796 -26.270 16
8.784 -26.047 17
8.773 -25.822 17
8.761 -25.598 17
8.749 -25.372 11
8.737 -25.147 4
8.726 -24.920 3
8.714 -24.693 9
8.703 -24.465 10
8.692 -24.237 10
8.680 -24.008 10
8.669 -23.779 12
8.658 -23.549 14
8.647 -23.318 14
8.636 -23.087 13
8.625 -22.856 13
8.615 -22.623 13
8.604 -22.391 13
8.593 -22.158 22
8.583 -21.924 18
8.572 -21.690 12
8.562 -21.455 4
8.551 -21.219 4
8.541 -20.984 4
8.531 -20.747 4
8.521 -20.511 4
8.511 -20.273 4
8.501 -20.036 5
8.491 -19.797 7
8.481 -19.559 7
8.471 -19.320 7
8.461 -19.080 8
8.452 -18.840 5
8.442 -18.599 4
8.432 -18.358 3
8.423 -18.117 3
8.314 -15.187 5
8.305 -14.940 7
8.297 -14.693 4
8.158 -10.435 4
8.098 -8.398 4
7.988 4.937 13
13.846 -42.228 3
11.649 -47.521 16
11.622 -47.492 15
11.595 -47.461 7
10.284 -43.038 14
10.262 -42.907 18
10.240 -42.774 18
10.218 -42.640 16
10.197 -42.504 9
10.175 -42.367 3
10.154 -42.228 4
10.133 -42.088 9
10.112 -41.947 9
10.091 -41.804 3
9.988 -41.067 5
9.968 -40.915 7
9.948 -40.763 15
9.928 -40.608 15
9.908 -40.453 14
9.888 -40.296 12
9.869 -40.138 12
9.849 -39.978 12
9.830 -39.817 12
9.811 -39.655 12
9.792 -39.492 11
9.773 -39.328 10
9.754 -39.162 9
9.735 -38.995 5
9.626 -37.968 4
9.608 -37.792 5
9.590 -37.616 8
9.573 -37.438 9
9.555 -37.260 4
9.538 -37.080 11
9.520 -36.899 16
9.503 -36.717 18
9.486 -36.534 20
9.469 -36.350 20
9.453 -36.165 15
9.436 -35.979 12
9.419 -35.792 10
9.403 -35.604 10
9.387 -35.415 16
9.370 -35.225 16
9.354 -35.034 13
9.338 -34.842 11
9.322 -34.649 10
9.307 -34.455 11
9.291 -34.260 11
9.275 -34.064 12
9.260 -33.867 12
9.245 -33.669 12
9.229 -33.471 11
9.214 -33.271 9
9.097 -31.645 4
9.083 -31.438 4
9.069 -31.230 4
9.055 -31.021 4
9.041 -30.812 3
8.960 -29.539 12
8.947 -29.324 12
8.933 -29.109 11
8.920 -28.893 11
8.907 -28.676 13
8.895 -28.458 15
8.882 -28.240 14
8.869 -28.021 12
8.857 -27.802 24
8.844 -27.581 10
8.832 -27.360 9
8.819 -27.139 9
8.807 -26.916 13
8.795 -26.694 17
8.783 -26.470 21
8.771 -26.246 18
8.759 -26.021 17
8.747 -25.796 13
8.736 -25.570 11
8.724 -25.343 8
8.712 -25.116 3
8.701 -24.888 9
8.690 -24.660 10
8.678 -24.431 10
8.667 -24.201 10
8.656 -23.971 10
8.645 -23.741 11
8.634 -23.510 13
8.623 -23.278 13
8.612 -23.046 13
8.601 -22.813 13
8.591 -22.579 13
8.580 -22.346 17
8.569 -22.111 17
8.559 -21.876 13
8.549 -21.641 3
8.538 -21.405 4
8.528 -21.168 13
8.518 -20.932 17
8.508 -20.694 11
8.498 -20.456 4
8.488 -20.218 4
8.478 -19.979 4
8.468 -19.740 7
8.458 -19.500 7
8.448 -19.260 10
8.439 -19.019 7
8.429 -18.778 5
8.420 -18.536 4
8.410 -18.294 3
8.401 -18.052 3
8.391 -17.809 7
8.382 -17.566 8
8.373 -17.322 4
8.293 -15.110 4
8.284 -14.862 3
8.201 -12.364 5
8.193 -12.113 3
8.185 -11.861 7
8.177 -11.608 17
8.169 -11.355 16
8.161 -11.102 5
13.983 -41.626 11
13.962 -41.775 16
13.942 -41.921 8
11.646 -47.819 13
11.619 -47.791 12
10.273 -43.308 7
10.251 -43.176 18
10.229 -43.043 18
10.207 -42.908 11
10.186 -42.771 10
10.164 -42.633 7
10.143 -42.494 8
10.121 -42.353 9
10.100 -42.210 9
10.079 -42.067 9
9.997 -41.477 3
9.976 -41.326 5
9.956 -41.174 7
9.936 -41.020 14
9.916 -40.865 14
9.896 -40.709 11
9.876 -40.551 11
9.857 -40.392 11
9.837 -40.232 11
9.818 -40.070 11
9.798 -39.907 10
9.779 -39.743 10
9.760 -39.578 9
9.741 -39.411 3
9.613 -38.211 4
9.595 -38.035 7
9.577 -37.858 8
9.560 -37.679 8
9.542 -37.500 5
9.525 -37.319 4
9.507 -37.138 14
9.490 -36.955 18
9.473 -36.771 20
9.456 -36.587 20
9.439 -36.401 17
9.423 -36.214 11
9.406 -36.026 10
9.390 -35.837 10
9.373 -35.647 13
9.357 -35.456 14
9.341 -35.264 5
9.325 -35.071 8
9.309 -34.878 9
9.293 -34.683 10
9.278 -34.487 11
9.262 -34.290 11
9.247 -34.093 11
9.231 -33.894 11
9.216 -33.695 11
9.201 -33.495 4
9.186 -33.294 7
9.171 -33.092 4
9.084 -31.862 4
9.069 -31.654 4
8.946 -29.749 10
8.933 -29.533 10
8.920 -29.317 10
8.907 -29.100 10
8.894 -28.882 14
8.881 -28.664 14
8.868 -28.445 15
8.856 -28.225 20
8.843 -28.005 17
8.831 -27.784 21
8.818 -27.563 9
8.806 -27.340 9
8.794 -27.117 11
8.782 -26.894 17
8.770 -26.669 17
8.758 -26.445 17
8.746 -26.219 17
8.734 -25.993 17
8.722 -25.766 16
8.711 -25.539 13
8.699 -25.311 11
8.688 -25.083 11
8.676 -24.854 11
8.665 -24.624 10
8.654 -24.394 10
8.643 -24.163 10
8.631 -23.932 11
8.621 -23.700 12
8.610 -23.468 13
8.599 -23.235 15
8.588 -23.001 14
8.577 -22.767 20
8.567 -22.533 21
8.556 -22.298 17
8.515 -21.352 9
8.505 -21.115 15
8.494 -20.877 21
8.484 -20.638 15
8.474 -20.399 4
8.465 -20.160 4
8.455 -19.920 5
8.445 -19.680 7
8.435 -19.439 7
8.426 -19.197 8
8.416 -18.956 14
8.407 -18.714 10
8.397 -18.471 3
8.388 -18.228 3
8.378 -17.984 7
8.369 -17.740 7
8.360 -17.496 5
8.280 -15.279 3
8.271 -15.031 3
8.205 -13.031 25
8.197 -12.779 15
8.189 -12.527 8
8.181 -12.275 7
8.173 -12.023 9
8.165 -11.770 16
8.157 -11.516 16
8.149 -11.263 15
13.995 -41.887 8
13.974 -42.036 9
13.953 -42.183 8
10.262 -43.577 4
10.240 -43.445 11
10.218 -43.311 12
10.196 -43.175 12
10.174 -43.038 13
10.153 -42.899 11
10.131 -42.759 7
10.110 -42.617 8
10.089 -42.474 9
10.068 -42.329 9
10.047 -42.183 9
10.026 -42.036 13
9.964 -41.585 5
9.944 -41.431 5
9.924 -41.277 5
9.884 -40.964 10
9.864 -40.805 10
9.844 -40.646 10
9.825 -40.485 10
9.805 -40.322 10
9.786 -40.158 10
9.767 -39.994 9
9.600 -38.454 10
9.582 -38.277 12
9.564 -38.099 12
9.546 -37.920 9
9.529 -37.740 4
9.511 -37.558 4
9.494 -37.376 10
9.477 -37.192 16
9.460 -37.008 20
9.443 -36.822 20
9.426 -36.635 17
9.409 -36.448 10
9.393 -36.259 10
9.376 -36.069 10
9.360 -35.878 13
9.344 -35.687 13
9.327 -35.494 13
9.311 -35.300 11
9.296 -35.106 9
9.280 -34.910 9
9.264 -34.714 9
9.248 -34.516 7
9.233 -34.318 3
9.187 -33.717 5
9.172 -33.515 5
9.157 -33.313 12
9.142 -33.109 4
9.084 -32.286 12
9.070 -32.078 7
9.056 -31.870 3
8.946 -30.173 9
8.933 -29.957 9
8.919 -29.741 10
8.906 -29.524 10
8.893 -29.307 10
8.880 -29.088 12
8.867 -28.869 16
8.855 -28.649 18
8.842 -28.429 21
8.829 -28.208 21
8.817 -27.986 18
8.805 -27.764 17
8.792 -27.541 17
8.780 -27.317 17
8.768 -27.093 15
8.756 -26.868 14
8.744 -26.642 15
8.732 -26.416 17
8.720 -26.189 17
8.709 -25.962 16
8.697 -25.734 14
8.686 -25.506 12
8.674 -25.276 11
8.663 -25.047 11
8.651 -24.816 10
8.640 -24.586 10
8.629 -24.354 10
8.618 -24.122 11
8.607 -23.890 12
8.596 -23.657 14
8.585 -23.423 14
8.575 -23.189 14
8.564 -22.954 16
8.553 -22.719 18
8.543 -22.483 9
8.491 -21.297 5
8.481 -21.059 17
8.471 -20.820 16
8.461 -20.580 4
8.451 -20.340 4
8.442 -20.099 4
8.422 -19.617 4
8.413 -19.375 7
8.403 -19.133 9
8.394 -18.890 8
8.384 -18.647 3
8.375 -18.403 3
8.365 -18.159 4
8.356 -17.914 5
8.302 -16.439 9
8.293 -16.191 4
8.192 -13.194 20
8.184 -12.942 17
8.176 -12.690 15
8.168 -12.437 11
8.160 -12.184 12
8.152 -11.930 16
8.145 -11.676 16
8.137 -11.422 15
8.114 -10.658 3
8.106 -10.403 8
8.099 -10.147 8
8.055 -8.607 3
8.019 -7.315 5
8.028 8.243 3
8.035 8.502 8
8.042 8.760 5
13.986 -42.296 3
11.235 -47.756 3
10.274 -43.979 3
10.251 -43.847 13
10.229 -43.713 12
10.207 -43.578 14
10.185 -43.442 15
10.163 -43.304 13
10.141 -43.164 10
10.120 -43.023 7
10.098 -42.881 7
10.077 -42.737 8
10.056 -42.591 9
10.035 -42.445 14
10.014 -42.296 16
9.993 -42.146 14
9.973 -41.995 3
9.952 -41.843 5
9.932 -41.689 5
9.911 -41.534 3
9.851 -41.060 8
9.832 -40.899 9
9.812 -40.737 10
9.793 -40.574 10
9.773 -40.409 10
9.587 -38.696 5
9.569 -38.519 10
9.551 -38.340 11
9.533 -38.160 11
9.516 -37.979 10
9.498 -37.797 10
9.481 -37.613 13
9.464 -37.429 17
9.446 -37.243 20
9.429 -37.057 18
9.413 -36.870 17
9.396 -36.681 13
9.379 -36.491 10
9.363 -36.301 10
9.346 -36.109 10
9.330 -35.917 13
9.314 -35.723 13
9.298 -35.529 12
9.282 -35.333 9
9.266 -35.137 5
