source_id,original_ext_source_id
16835073505156096,16095
16936636596150912,15453
17064351743613312,15489
17147300447504768,15565
17357513326966272,15471
17379194321826560,15375
17404105132127488,15083
17501068313867008,15850
17664375854730368,15841
17713102259275392,15975
17917577062397696,15822
18077448629589376,12320
18211043587721088,12545
18262823713408000,12447
18297114731960704,11983
18319482922049664,11895
18448950416212096,12304
18512103615307648,12113
18528454555539328,12087
18588244795499648,12745
18705789460407808,12607
18794678103656576,12783
18803405477194752,12825
18930570868867712,12323
18996404127552256,12420
19248565951976064,11798
19429714788192000,11563
19724624422606592,12182
19783998050497792,12148
19873367730098560,12505
19875875990967680,12407
19910476247553152,12542
20110243766268416,11975
20183013396845440,12253
20266030820081024,12227
20327221218610432,13173
20439788017010944,13303
20476415498088704,13422
20646118245837184,12807
20743528104252928,13199
20768060957424256,13068
20959135462406400,13495
21017924974774528,13950
21257996466859264,13543
21258168265550848,13544
21297716324419968,13750
21368222507514240,13611
21568058745758848,13018
21673646221794304,12451
21741094388186496,12529
21943816844529920,12599
22040539508160896,13042
22125575564953216,13342
22231785811825280,13364
22319162626504320,12877
22561123904108672,11443
22654406298552192,11338
22705228646965248,11735
22707874346819712,11707
22720072053908864,11608
22740790976152704,11564
22792193144705792,11557
22910940400495104,11106
22964541592260992,11314
23139844977481216,11793
23420151723059200,11603
23696885055878912,10975
23737940647681536,10737
23796837534842496,11211
23851022842228736,11228
23881362491154048,10972
24262652508028928,11427
24328996867188480,11390
24333605367714560,11319
24372294433029248,11506
24417511848684928,11665
24525263988276224,11249
24570756281835392,11130
24707336241895168,11242
24724413031769600,11217
24858484730853888,12076
24984275733067392,12354
25086186717019392,11985
25212076503356032,12194
25313128493354112,12291
25488745411919360,12929
25588629171332096,12975
25792554218535296,12832
25879243838351104,12626
26042658754047360,11971
26101272172092160,12155
26147868272907648,11941
26377219526531840,11795
26466039450342400,12252
26584305669737984,12198
26719236362332544,12461
26793315958220160,12049
26953775936490752,12137
26958208342737536,12111
27000092863782656,12258
27081211910303872,14039
27107363966823680,13918
27157219947182592,13982
27257344224863360,14036
27270263486558080,14214
27274966475063552,14172
27385162451495296,13759
27583967897622912,13966
27608122793834368,14298
27700619209529216,14433
27857780652747008,14606
27998037104755968,14175
28092560745072384,14343
28239998382321152,13366
28334311569103104,13921
28477836491402752,13461
28502060106925824,13246
28605478623885952,13669
28831604357641088,14037
28935400832017664,14111
29070400243634176,13638
29407129975205888,14821
29443173340772096,15081
29467461380227200,15113
29589270947796736,14579
29590641042392448,14711
29644521407738496,14439
29763298727618688,14897
29891808444756608,15345
29918952638033536,15233
30097726356769408,15536
30157993337955584,15153
30333429866335104,15137
30378582858313600,15283
30398648945512960,15249
30532304032124544,14404
30737195447553920,14236
31017364754310784,14909
31090890298843904,14705
31120203451327360,15109
31136107714336896,15064
31251045334952960,14614
31373297283989248,14500
31373709600846848,14550
31402022025462400,14863
31404083609792384,14751
31452221603178496,14910
31600376499220096,12985
31779429391506304,13324
31901612621068672,12738
31986240656172800,13223
32138419938064000,13678
32215523190918784,13505
32238063179274496,13810
32333548892101760,13643
32528265529532160,13484
32655224762711936,12710
32702327668351488,12869
32817230928539648,12838
32928144164538240,12928
32996588763444736,12616
33017754362260992,12359
33128701957543424,12773
33160965751802368,12646
33216147491735808,13122
33260918230834048,13327
33313488630458624,13046
33318539511972096,13005
33345718065035904,13069
33439176553394048,13258
33571839503161600,12763
33664920034427392,13145
33874205200715776,13871
33982335297474560,14318
34175437027211264,13846
34248069218428800,14089
34264772346904320,14098
34519000051252352,14735
34564217466900480,14569
34597890010467456,14682
34959010860594176,13601
35003163124358784,13448
35169528681869696,13752
35266118202043392,13297
35442864696220032,13600
35564292011705088,13870
35730490066110848,14141
35757015784350208,13824
35845938787261952,13654
36110577493459968,17472
36147204974506368,17591
36227297525551488,17778
36344910908917760,17301
36383703053481088,17215
36472522977436928,17469
36590651757883392,17496
36615734367427072,17873
36676379305617664,17904
36827282979461376,18049
36884736758841344,17826
37011283675102592,17697
37141885040921216,17878
37175110905765760,17040
37518124175203840,16822
37520769874997376,16760
37571519208547328,16838
37622955737490688,17235
37635634480886016,17084
37689201312990208,17065
37819699599347072,17379
37951499258561408,17557
38088873789758720,17133
38124333039662848,17238
38250055322212096,17480
38344991279634048,18549
38354680725946240,18322
38398175857363840,18504
38517889482961152,18467
38878563657131776,18806
38905982728312704,18927
38928728875067392,18718
39001502801541760,19085
39075410598690176,18902
39165222657116800,18692
39320429892295040,18864
39325480773830016,18843
39458006285031168,18145
39695775673951872,17714
39721270599797888,17726
39913444616833792,17864
39925023848663040,17794
40146060045654912,18730
40184920909671424,18542
40216772387203456,18626
40253124990733184,18228
40282743085082112,18176
40371837886613888,18227
40425507797809152,18425
40602902829791360,16497
40662486911678720,16534
40779241304039552,16841
40934165067167360,16399
41034499799802880,16572
41072639109521792,16671
41120674024389888,16991
41126583899380352,17031
41201178891455872,17049
41300684693279872,17426
41329856111084032,17068
41367548744087168,17232
41368029780423040,17300
41373011942482304,17281
41609166424575360,16891
41824498903721472,16304
41840029505514496,16445
41945479542266752,15906
41956990054638592,16007
42133908347483264,16221
42147068127266048,16246
42358071282308608,16568
42374048560382080,16924
42469912230335104,16865
42540762010825600,16532
42561515292721664,16393
42768532716776704,16538
42941362200122240,17804
43172225282241536,17318
43268295111148416,17610
43335537119008896,17405
43335880716390784,17414
43367422956762368,17944
43538293935879680,18327
43545475121228672,18222
43615122310787840,18170
43656182197194496,17708
43687312120199936,17746
43789772861265792,17962
43802039287826432,17960
43881616441842048,17983
43969749169803776,17121
44022452711871360,17058
44218273157397504,16831
44416902508499328,16983
44831869365049088,17174
44836641071702016,17282
44980887550210560,17421
45159901786525568,19207
45179452477688320,19499
45230167451478272,19548
45287960530318720,19451
45367056650753280,19148
45567511362945152,19263
45567820600586240,19281
45732747344388480,19696
45892863725449344,19529
45981271332164352,19401
46042431666550400,19641
46145304723181568,19651
46311365340216832,19032
46607718083564416,18717
46719043635879936,18849
46741446184164224,19284
46760305383987456,19358
46811883647724032,19187
46933070444863872,19549
46975436002187136,19504
47019347749289216,19098
47199014820095104,19403
47275259079451008,19175
47345009348203392,20146
47535224859776768,20336
47700701359862272,19847
47808694017647872,19988
47910089605378048,20600
47965443143743488,20614
48011828791234816,20769
48026706557926528,20889
48061409893621248,20890
48124528733101184,20774
48190804371444992,20369
48203487411427456,20237
48470565657461248,19763
48616800704347648,20018
48652809710016256,19772
48794509270782976,19388
49005581144118784,20130
49017671475758336,20175
49102063289298944,20084
49177620354353152,20417
49231668222673920,20349
49294958860441856,19997
49298394834276608,19990
49411266575206528,20181
49415527182759296,20171
49432535253133952,20136
49520461823548288,20186
49611377691710592,18283
49625740062294784,18354
49636425940943616,18304
49729231594420096,18735
49814924781710080,18643
49898934342134144,18096
50002322795073408,18506
50032868602441856,18326
50094991009254912,18409
50137322207036672,18820
50142819765290496,18909
50298125783225088,19082
50327297200978176,18946
50546271813859200,18787
50612242511468288,18762
50625711528773888,18721
50662781389493504,18792
50727794311184256,18110
50799022048726784,17961
50851420649763200,18347
50905056201179520,18091
50999201883627392,17920
51222402744862208,18025
51514391799911040,18165
51742471745296768,18266
51978832384070400,19665
51981375004630016,19616
52154307569712256,19002
52180902007156224,19054
52246357307627776,19216
52454165004375040,19615
52548241968465408,19934
52692552869689856,19558
52727428003993856,19299
52836107857211136,19745
53008696823806720,18684
53031442970520704,18803
53103594123036032,19163
53112944270520832,19076
53117685914406912,19075
53164002838682368,19038
53624629492808576,19484
53705134359749504,19417
53783852522073856,18955
53795466113555456,19050
53814501408609536,19078
53848448829915776,18995
53896621183031552,19072
53944724815852672,19361
54087352088038144,15894
54274230409468928,15805
54291277135323520,15951
54381952484781952,15525
54556980992112512,15564
54561310319142400,15546
54646762989063296,16241
54783480389559552,16469
54959264808951808,15823
55035371631198976,16150
55035405990937216,16152
55257782215857408,15129
55449097239019648,15519
55551248741302144,14971
55649002196832384,15285
55752218851048320,15683
55780840513067392,15854
55839698744164352,15724
55876463666107904,15954
56092345901034880,15381
56141205448975872,15412
56231120588505472,15588
56318226822551808,16512
56322521789923200,16598
56361520092917376,16706
56413781254974080,16641
56505693555247104,16944
56546341125683072,16811
56557508040621568,16896
56586679458707328,16416
56716765427964800,16374
56717246464212736,16613
56776757531009664,16674
56806989803743616,16441
56861694804053120,17076
57064451620025088,17408
57079118931435520,17234
57111696260204800,17309
57246489514197632,16808
57279955899283072,16813
57406605894521472,17009
57460310166762752,16271
57504080175935360,16136
57550775060705792,16109
57606437836180224,16551
57681655598748288,16401
57890562810508160,16329
57939765955708160,15996
57975397004372224,16143
57995875408093312,16701
58081431156541696,16505
58099951055482624,16662
58324212771048832,16405
58353594644026240,16205
58414514460045696,16618
58417228879431296,16703
58526488550506112,16643
58559546914562560,14901
58644862144864640,14683
58850711337487616,14514
58968737038716288,14586
59071953692806656,14675
59247669394816128,15227
59257942957000064,15506
59263092622581248,15566
59306252749168128,15612
59366554089926528,15550
59373082440206720,15555
59396206544205056,15048
59705684707218432,14391
59856592678236672,14672
59890952416565376,14493
59915309175482240,14484
59972522435467264,14140
60032617617803008,14062
60074570858376832,14201
60248877811328768,14838
60312993083078016,14689
60386071950656256,15100
60424971470457600,15198
60460465080107392,14974
60615874176755840,14481
60661503909651840,14818
60684353135617792,14810
60732319330375808,14727
60787432349571456,14715
60835604705709824,15838
61026301253916800,15870
61033001402831872,15737
61076363392669568,15939
61083785095308672,15509
61116667364896896,15597
61122985259600384,15608
61306470560156800,15651
61335264020870528,15766
61519672735818880,16423
61596569830144768,16174
61637183040903808,16428
61766955476327040,15908
61891994860873088,16181
61907491102876288,16119
61997135659730816,15189
62067813643171840,15513
62187007575382784,15562
62225112523492864,14993
62413988007668352,15341
62455941248110336,15268
62616332505484672,15640
62890175323180928,15552
63077130956315520,17503
63144716561596288,17325
63289920815872256,17607
63309093549923072,17803
63478624499091968,17453
63502259702709888,17552
63561740706077056,17340
63639080180666368,17909
63703676488788224,17837
63705811090263040,17763
63845586506187648,18059
63985396280462848,17589
64085383120724864,18097
64109915973846528,17892
64115585330656000,17928
64136922728171008,17828
64232992554986624,17148
64313222543810560,17043
64317998547641344,17316
64449729487990912,17317
64671903852618624,16979
64679840952155264,17000
64739248940235392,17511
64879402312818944,17497
64940906245415808,17776
64956127609464320,17572
65010690873940480,17684
65017627244152064,17692
65022510623526272,17305
65027595864800000,17289
65113559634339200,17091
65120470237460480,17225
65283232318680704,17573
65287458566524928,17489
65319619282119808,18471
65360679169452032,18433
65437644983224320,18431
65457504912876032,18625
65512205616234368,18696
65557251233100288,18620
65612089375531776,18181
65625828972670848,18296
65633873449740544,18346
66133945082420352,18943
66222249609249664,18508
66286124362667008,18629
66381163398932480,18623
66427995722328960,18815
66453490649681280,17900
66482352830035840,18018
66504755379545728,17832
66507469798631808,17923
66526127136550784,17847
66529975427235712,17851
66581961710329984,18263
66655560269868544,18154
66657415695597056,18050
66714384141781760,17702
66729880383767168,17704
66745617143891968,17862
66786505232432512,17588
66798496781121792,17579
66830279539033472,17759
66892264508548864,18106
66903328344137344,18046
67047330006295936,18491
67095845956583168,18273
67251628713344000,18630
67300698718051200,18194
67403193817296384,18149
67521391316755200,18439
67614300046742528,16668
67618285777617664,16753
67688895039949440,16659
67831758535526016,16824
67953499384852096,16440
68001499939741440,16529
68021222429667328,16784
68097020012324352,16639
68254245878512384,17044
68444534406201600,16996
68444878003584384,17020
68486384567412992,16664
68540535515653504,17034
68571768517787776,17037
68601146094037760,17181
68752844338431488,16072
68791739562207488,16132
68899904018403840,16305
69027069410275328,16071
69250235911393408,16635
69335619861034752,16407
69388117244815488,16805
69443337640657536,16879
69643757994608512,16431
69720895605979264,16704
69733883588579840,16742
69733883588581120,16740
69812945346809600,17527
69872044096705664,17583
69948253997063424,17729
69987664615146496,17812
70051608089857536,17609
70242785673539712,17525
70420013206107008,18163
70547144235386368,18330
70742475051927296,17592
70796733377805824,17924
70855660328893184,18119
71047112789010432,17140
71371262561007232,17125
71382979231683840,17090
71436129450500352,17039
71531993120122752,17613
71576115320945664,17470
71685070052269824,17871
71743790845138048,17775
71802511637924352,17299
71863087856476160,17220
71867176665581952,17156
71877862543976192,17168
72046152245130240,17423
72252692928032512,10752
72341753369894784,10288
72533652508688640,10549
72806949867680640,11309
72866151696794624,11019
72944831202565888,10825
72969020458376064,10796
73088012527432320,11082
73254725977956992,9952
73366841804354048,10376
73420477355859712,10118
73452294473616896,10197
73564444659543424,9764
73621168292104448,10106
73753560659651584,10472
73765964525202688,10415
73781873084091264,10599
73852894663251712,10476
73900242382799104,10784
73996861967040512,10730
74044381485171200,10329
74117327209628288,10094
74410445842196864,11280
74473637696617216,11461
74515655361692160,11691
74655911813137152,11271
74668801010579584,11042
74797680093870336,11422
74907841710410624,11884
74959690555510912,11700
75073902325873664,12025
75279060028099968,11512
75354758827396352,11827
75530783766941056,10766
75627850027898624,11298
75775184586079232,10727
75799339482113536,10669
76149671374506496,11619
76172310146568192,11560
76300476266255488,11134
76300510625993344,11137
76319610345247488,11223
76334939083860864,11233
76354661573625216,11007
76385134365947904,11027
76456675636845824,11457
76537764619402240,11441
76595798217424384,9607
76658195502296576,9517
76789415343167488,9782
76846418149106688,9430
76859028173079424,9463
77088448146041216,9515
77103669510200064,9643
77161217776670208,10175
77263476653442048,10081
77327591925245824,10353
77512962713642624,9848
77562990492802176,10103
77603431904886016,10143
77713932823325440,9180
77757707130008448,9074
77929643260801792,9286
78177583132996864,9301
78202493943240960,8981
78267605647509376,9676
78432326233270784,9912
78453285673663872,9948
78491867364199680,9758
78635667164851072,9328
78915767751946752,10328
78966895042737024,10785
79049289695291776,10558
79216003145999104,10330
79264793974368128,10521
79416148621934720,11015
79455559241809280,10875
79544001208530816,11154
79597052644565504,11075
79737549614577280,10665
79845679711336832,11112
80094959613134720,10287
80123272037543936,10375
80369459562947840,10050
80443710957534848,10013
80584826403047168,10435
80585066921213952,10454
80660344812619648,10666
80756075338996992,10701
80982506014865280,10496
81036107206663040,10451
81100806594183680,12349
81323797000743808,12538
81360703655160320,12015
81625617237969280,12230
81644785676328192,12742
81838334083074048,13023
81875206377503488,12893
81936916467665408,12441
81945742624887040,12568
81958391304126720,12634
82035322758283008,12442
82116961496755840,12784
82150634040316032,12603
82255461306342400,11920
82342739337465984,12075
82694479979134464,11743
82712106524911104,11698
82853050171626752,12142
82883488604233088,12168
82945061255798144,12642
83027077950881152,12472
83064603080891392,12024
83287013667252096,12187
83369717557815296,13165
83386966146441344,13014
83396552512583808,13092
83740218616410624,13108
83761929675731200,13038
83769286955050112,13158
83905523317608704,13496
83922806266032128,13631
84084125237559936,13893
84183768479016192,13269
84191018383840896,13337
84420644515100032,13571
84438786456954240,13532
84532279305322368,12518
84682500081386880,12824
84972290114775168,12688
85038363891625984,13094
85076262683056000,13021
85217412488160000,13229
85506446607383296,13029
85626602612564480,11384
85715697414051072,11532
85883025044607104,11158
85973326732317056,11083
86135058021051648,11781
86181684186025856,11904
86203811857462784,11667
86248818819543296,11855
86268270726618624,11760
86410279525158912,11968
86445463897258368,11539
86535623850700800,11617
86624581213365376,11678
86710858516372480,10955
86886471139120256,11316
86944195499551104,11157
87044422856456192,10810
87368744426907136,11329
87609537473337856,11032
87809816092779776,11315
87831226505545600,12319
87921523897823872,12097
87955711837521920,12238
88010859217653504,12591
88095418533704064,12468
88096724203760256,12487
88125208426947968,11897
88147610976383744,12161
88348100049688448,12240
88609027902788736,12811
88733959911580544,12556
88742927803267712,12332
88757702490765184,12278
88932834077195648,12665
88968465125988352,11686
89179674437626752,11797
89221284080806912,12017
89231798160814080,11584
89278733563399936,11728
89382156375974016,11814
89639923133062144,12159
89643599625091584,12257
89799249239941888,11995
89901503821280384,11976
90088936194133376,8795
90168341549382784,8568
90207954032721152,8782
90220671430909056,8947
90581173805777280,8667
90644945480356736,9229
90658345778281216,9076
90744588721597952,9228
90870757680252416,9240
91029323577845888,8968
91135052788444544,9072
91246653218609152,8414
91247409132852736,8413
91248852241860480,8448
91275755916973440,8205
91391032839268224,8700
91436215895144704,8399
91575677777615232,7930
91651720174254976,8271
91887977735200000,8726
92016826754023680,9012
92048540792594816,8489
92094166229616896,8689
92205869739023104,8654
92331901259398656,9613
92375508062945536,9777
92578604181209984,9824
92621798667698048,9449
92707801092734464,9248
92750578967034496,9602
93118709203914624,10155
93450280679145472,9193
93561056475549312,9119
93612149406527872,9379
93632730889836416,9511
93769100396166016,9103
93806419367308544,8832
93847788492322048,9028
94041263883588608,9654
94185098043789312,9815
94423107951456768,9307
94445716659315456,9674
94468978202180352,9618
94519585801775744,9520
94608306941190272,7834
94722381272617216,8075
94790379194784000,8004
95026769899416192,7893
95370676520802944,8371
95541788017830656,8156
95626523428139520,8412
95661570361204992,8221
95720424297833600,7359
95739532607611648,7571
95791690690344704,7288
96041825290447360,7230
96116596376392064,7206
96130477710736000,7435
96161504554525312,7558
96279495896089600,7907
96331172942614528,7981
96382678190372608,7966
96498367429401984,7910
96544130305774208,8101
96684253613955328,7603
96739194835657728,8045
96780529600804736,7658
96886529393897600,8766
97032695720868480,9107
97144983345891712,8619
97149415752139392,8592
97294345128598656,8920
97320458529700736,8607
97320458529700992,8608
97594065126285952,9492
97606606430730368,9293
97761740649446528,8802
97993497084921984,8382
98070016222240640,8384
98209860357332608,8544
98223707331831808,8418
98401381538885248,8247
98441479353592832,8375
98630354835387008,8743
98692614681349248,9073
98753362698701184,8817
98772844670410752,8993
99445230390490624,10216
99495498687738624,10306
99509925482557952,10465
99687638344822912,11076
99756834562343808,10959
99941316293262976,10652
99965024512774656,10801
99976603744607872,10767
100254161710940928,10218
100380639907919872,10276
100574222673865472,9796
100627171030611712,9836
100649161263189632,10019
100766431050198912,10070
100825667239274496,10503
100982794322993664,10597
101040381244467968,10657
101124184646158848,10201
101234891722845568,10667
101283987497967360,10272
101402876484170240,11237
101478536628185600,11572
101489531744382336,11509
101580688130237824,11578
101611646254490112,11547
101612981989146752,11152
101708953033736576,10964
102082409030066560,12189
102167758620043264,11982
102259773999334272,11499
102394910850317952,11670
102430782417209344,11822
102611755159317376,11172
102823097614226176,10607
102980160273940352,10845
103052590602611968,11336
103120794683172864,11265
103138215070576512,11431
103256790527575040,11405
103563657351014144,11415
103649316178540416,9714
103672715160289536,9454
103695289508431360,9619
103924881280291584,9452
104271875982815232,10042
104290468896756736,10296
104453918172129792,9829
104492744676502144,9963
104564075492605824,9814
104716907609412352,9153
104879154294136192,9435
104980137565158912,9371
105090397965385984,8875
105160109579068160,9225
105266388545365120,9197
105306039683564160,9609
105315900928581504,9780
105332908999068032,9683
105439557331202560,9859
105502371228685568,9669
105533191914026624,9864
105705952678538368,9688
105827826670398720,9623
105932933110122112,10351
106012682062963968,10815
106102184885648384,10668
106118166459744896,10269
106200458033043584,10203
106341298600719360,10402
106539657370502912,11126
106668300230775808,11079
106774952858617088,10510
106820479512093312,10942
106958914897885056,10929
106990903814303360,10098
107380715045929344,9840
107383463825218432,10074
107516362997655552,10045
107720086182025984,10793
107774198474602368,10679
107774202769886848,10680
107787018952268672,10770
107796296081635584,10714
107944042956513920,10281
107948887679723776,10515
108047328330025600,10344
108165903787108352,13913
108231496527839360,14203
108421608959951488,13834
108589696800254464,13914
108654499266940928,14378
108834200698803584,14767
109051246870008448,14211
109057916955010816,14152
109116770891168896,14531
109118561893425536,14572
109205182793721856,14394
109327056785522944,13589
109401892295828608,13890
109581005316162816,13253
109751090316788480,13627
109883684547161216,14024
110003531314748288,14129
110290469489740544,13801
110365098841874944,14809
110406055649954688,14908
110492470394054912,15072
110749580018838016,14554
110818613030290432,14847
110964504479341568,15380
111007282353536128,15278
111095552520868224,15560
111146645451726848,15361
111191278752560896,15057
111225157454539264,15181
111309716770547072,15030
111379432679196672,15332
111443204353480960,15273
111579200196937728,14451
111655165282726912,14718
112123041840191616,14621
112186542933286016,14984
112299277234788608,15000
112322848017251712,14610
112327142984566272,14548
112562094873858560,14831
112574322643706368,14748
112624285998901760,13111
112668537046516608,12998
112695376297522304,13012
112759835166854016,13362
112860199962541824,13242
112862158467623680,13277
112956922625313408,12830
113035395972904704,13035
113186136440774400,13547
113387450147913216,13549
113395112369560832,13607
113664389639088896,13382
113781693786237312,12815
114021078083176192,12367
114207651462714880,12781
114259087990997248,12744
114340658009875072,13224
114361170773699968,13109
114482804247414528,13433
114575472461716864,12926
114740261766450304,13261
114880655658104960,14080
114965004520120576,13915
115057092914957568,14088
115222702557504512,13672
115302421446877184,14109
115311458058061440,14150
115364234616059392,13891
115802321282739072,14233
115853998328141568,14405
115861213873088128,14386
116022945160130944,13604
116085479883930624,13605
116261779701601152,13398
116339982465090048,13209
116456668137575040,13644
116457625914364416,13615
116651900173299456,14028
116712785628702208,14270
117288620483136896,15980
117292984169827328,15958
117389569394558080,15512
117632149146971520,15760
117654650480415744,15720
117672075163287680,16217
117827346821305088,16382
117916235464382080,16411
117916235464382336,16410
117931010151859840,16386
117931010151861632,16378
117990177621007744,16090
118039277686957696,15794
118324669674098048,15177
118372360990822144,15575
118389162902876928,15514
118473722218952448,15487
118591610481186688,14893
118828585300532864,15885
119006092005322112,15902
119186137034100736,15549
119339312747909888,15744
119526195365144320,16905
119612300869346688,16806
119662740965806464,16513
119766885332594560,16352
119823441461624704,16705
119971944251477376,17172
120139551055045504,17151
120271664248757632,16795
120606568618290688,16170
120610004592123520,16164
120620480016164480,16376
121191680602983680,16872
121384644893481728,16507
121406905707934464,16243
121514833942572416,16626
121671720507617664,14719
121727108405824256,14766
122064177439614720,15022
122099980286854656,14741
122162686809150208,15274
122226424123761920,15348
122231887322127616,15141
122370047830325760,15637
122529580095650176,14867
122704230645584768,15323
122733195905432064,14423
122761611409043712,14499
123015632954808576,14259
123151250842249984,14353
123185851098826880,14479
123221275988936320,14245
123272094042013568,14340
123287998304382080,14805
123449836968377216,14988
123946438267008384,15636
123964408410206464,15781
123999730221048320,15984
124153868007757440,15385
124278147181358848,15710
124363599849353216,15530
124378855574453504,15721
124441940054309248,16161
124483721496089728,16034
124557006522579968,16408
124701940193405184,15937
124789110850510720,15761
124796257676084864,15804
124834190828049408,16154
124947303086584320,16168
125007157750279168,15226
125190054638221696,15406
125306873452132736,15191
125309351649150208,15102
125343573948444800,14976
125548289270234880,15767
125578697638651008,15787
125609346525182208,15609
125744071059580672,16075
125764721262452864,15877
125903706403870976,15416
125968096553599104,15693
126205105732237952,12131
126253935216105216,12524
126533382968229760,12270
126599177571414400,12061
126783002171777920,12721
126796166247345408,12696
126956935463220992,12571
126973904883932160,12489
127114543583090176,12719
127148009968227584,12799
127162333683828352,12526
127352450411429248,11740
127409453217495552,12124
127668800522788992,11741
127758823037232512,11801
127910349483305472,12255
128025488966518144,12295
128153440336734080,11977
128163512035580672,11808
128300538671454976,12080
128685947561889920,13065
128739857991370624,12916
128757591911929728,12847
128799476433330816,13071
128855517166594048,13061
128904067476795392,13047
128953957819400064,13684
129014190440610816,13440
129070265532645888,13806
129071536841058688,13791
129264466776286720,13395
129321160344480512,13291
129331910643216000,13377
129334595002167552,13294
129455094602195328,13645
129541951723679232,12808
129744987713485824,12881
130001788105171840,12600
130018010194595840,12795
130081988031051776,13210
130159297442178816,13186
130169914597072128,13053
130517944388763904,13163
130553060041267456,12933
130629750976708352,11282
130675861745515648,11239
130878034445997184,11579
131225239602326272,11823
131394461313611776,11943
131470396335666176,11541
131471770725205632,11486
131483276941461888,11548
131528326854537472,11490
131643981733828608,11824
131999020910344064,11065
132042073662463488,10731
132095434336146176,10625
132158411441255936,10884
132210505099888000,10954
132362959259196032,11437
132405737133481216,11351
132522762106356224,11408
132696661037965824,11215
132751808418537472,11432
132840628342047744,11299
132896772154457728,12331
132922438878995968,12306
132946318897051648,12053
133222949150849664,11901
133223430187185280,11933
133296307192505472,12160
133534454542144256,12765
133643031312713856,12888
133748962388301568,12669
133751986045273728,12661
133783523987211136,12419
133965153860117376,12655
134144099377365760,11942
134174129788770816,12200
134183338198520576,12043
134353831219778816,11423
134481237130533760,11635
134588130275429376,12328
134710657104044672,12417
134737492059770240,12628
134755526624940160,12557
