MPCORB extract of the first 5000 numbered asteroids.
For use with Cartes du Ciel / Skychart software. 
 
MINOR PLANET CENTER ORBIT DATABASE (MPCORB)   File prepared 2012 Mar. 3

This file contains published orbital elements for all numbered and unnumbered
multi-opposition minor planets for which it is possible to make reasonable
predictions.  It also includes published elements for recent one-opposition
minor planets and is intended to be complete through the last issued Daily
Orbit Update MPEC.  As such it is intended to be of interest primarily
to astrometric observers.

   Software programs may include this datafile amongst their datasets, as
   long as this header is included (it is acceptable if it is contained
   in a file separate from the actual data) and that proper attribution
   to the Minor Planet Center is given.  Credit to the individual orbit
   computers is implicit by the inclusion of a reference and the name of
   the orbit computer on each orbit record.  Information on how to obtain
   updated copies of the datafile must also be included.

   The work of the individual astrometric observers, without whom none of
   the work of the Minor Planet Center would be possible, is gratefully
   acknowledged.  Credit to the individual observers is implicit by the
   inclusion of the reference to the publication of their observations in
   all data sets distributed by the Minor Planet Center.

New versions of this file, updated on a daily basis, will be available at:

          http://www.minorplanetcenter.org/iau/MPCORB/MPCORB.DAT

The elements contained within MPCORB are divided into three sections,
separated by blank lines.  The first section contains the numbered objects,
the second section contains the unnumbered objects with perturbed orbit
solutions and the third contains the recent 1-opposition objects with
unperturbed orbit solutions.  Each object's elements are stored on a single
line, the format of which is described at:

          http://www.minorplanetcenter.org/iau/info/MPOrbitFormat.html

A brief header is given below:

Des'n     H     G   Epoch     M        Peri.      Node       Incl.       e            n           a        Reference #Obs #Opp    Arc    rms  Perts   Computer

----------------------------------------------------------------------------------------------------------------------------------------------------------------
00067    8.28  0.15 K123E 319.30766  106.21326  202.66556    6.02768  0.1842424  0.26149945   2.4218962  0 MPO213833  1300  49 1864-2011 0.53 M-v 38h MPCLINUX   0000     (67) Asia               20110606
00068    6.78  0.05 K123E  68.11839  305.30896   44.14438    7.97405  0.1872864  0.21240148   2.7820463  0 E2012-E20  1349  69 1863-2012 0.59 M-v 38h MPCLINUX   0000     (68) Leto               20120216
00069    7.05  0.19 K123E 161.37146  289.71900  185.05203    8.58380  0.1694773  0.19185349   2.9773021  0 MPO219503  1841  61 1861-2011 0.50 M-v 38h MPCLINUX   0000     (69) Hesperia           20110907
00070    8.11  0.14 K123E 184.24823  255.67161   47.74143   11.59195  0.1824330  0.23320360   2.6140419  0 E2012-E20  1047  52 1866-2012 0.59 M-v 38h MPCLINUX   0000     (70) Panopaea           20120210
00071    7.30  0.40 K123E  63.92057  267.02026  316.06375   23.26172  0.1754743  0.21558456   2.7545941  0 MPO216418  1120  50 1864-2011 0.55 M-v 38h MPCLINUX   0000     (71) Niobe              20110626
00072    8.94  0.15 K123E 336.05715  102.45981  208.07848    5.41819  0.1200426  0.28890223   2.2662203  0 MPO216419  1361  53 1865-2011 0.59 M-v 38h MPCLINUX   0000     (72) Feronia            20110605
00073    8.9   0.15 K123E 284.35175   55.47597    7.17157    2.37263  0.0432747  0.22672272   2.6636225  0 MPO213833  1214  48 1864-2011 0.57 M-v 38h MPCLINUX   0000     (73) Klytia             20111126
00074    8.66  0.15 K123E  81.73960  174.21648  197.28725    4.07901  0.2408970  0.21305674   2.7763392  0 E2012-E20  1423  52 1864-2012 0.52 M-v 38h MPCLINUX   0000     (74) Galatea            20120204
00075    8.96  0.23 K123E  94.82113  339.57843  359.43376    5.00245  0.3059615  0.22574872   2.6712786  0 MPO219503  1500  54 1864-2011 0.57 M-v 38h MPCLINUX   0000     (75) Eurydike           20111230
00076    7.90  0.15 K123E 236.34510  253.55319  204.53353    2.11788  0.1642463  0.15634840   3.4125086  0 MPO219503  1459  67 1864-2011 0.61 M-v 38h MPCLINUX   0000     (76) Freia              20111115
00077    8.52  0.16 K123E  57.15363   60.52069    1.30563    2.43016  0.1312176  0.22611785   2.6683706  0 E2012-E20  1437  57 1879-2012 0.52 M-v 38h MPCLINUX   0000     (77) Frigga             20120126
00078    8.09  0.08 K123E  73.51349  152.93488  333.44082    8.70161  0.2068925  0.23240359   2.6200374  0 MPO216419  1126  61 1863-2011 0.67 M-v 38h MPCLINUX   0000     (78) Diana              20110525
00079    7.96  0.25 K123E 278.50441  201.05974  206.66811    4.61843  0.1912505  0.25790657   2.4443372  0 MPO213834  1307  67 1863-2011 0.64 M-v 38h MPCLINUX   0000     (79) Eurynome           20110828
00080    7.98  0.15 K123E  81.04023  139.24252  218.78127    8.66602  0.2006314  0.28341631   2.2953706  0 MPO216419  1257  59 1865-2011 0.67 M-v 38h MPCLINUX   0000     (80) Sappho             20111203
00081    8.48  0.15 K123E 176.32598   51.45933    1.04437    7.80083  0.2073016  0.20409717   2.8570076  0 E2012-E20  1066  48 1865-2012 0.54 M-v 38h MPCLINUX   0000     (81) Terpsichore        20120224
00082    8.40  0.28 K123E 338.39980  111.08917   25.53173    2.82947  0.2183265  0.21443511   2.7644291  0 E2012-E20  1441  65 1864-2012 0.65 M-v 38h MPCLINUX   0000     (82) Alkmene            20120210
00083    8.66  0.15 K123E 273.64087  168.92350   27.76127    4.96463  0.0811605  0.25990547   2.4317883  0 E2012-E20  1027  55 1865-2012 0.62 M-v 38h MPCLINUX   0000     (83) Beatrix            20120225
00084    9.32  0.15 K123E 121.94456   14.72311  327.61271    9.33296  0.2371145  0.27166555   2.3610925  0 E2012-E20  1013  43 1865-2012 0.63 M-v 38h MPCLINUX   0000     (84) Klio               20120216
00085    7.61  0.15 K123E 348.23030  122.45772  203.37540   11.96003  0.1911251  0.22801929   2.6535157  0 MPO219503  1333  57 1865-2011 0.65 M-v 38h MPCLINUX   0000     (85) Io                 20110622
00086    8.54  0.15 K123E 245.21797  308.33952   86.41483    4.82238  0.2089649  0.17944151   3.1130597  0 MPO216419  1171  53 1871-2011 0.60 M-v 38h MPCLINUX   0000     (86) Semele             20110905
00087    6.94  0.15 K123E  56.06350  266.43570   73.16489   10.87213  0.0853554  0.15055926   3.4994335  0 MPO219503  2220  58 1894-2012 0.40 M-v 38h MPCLINUX   0000     (87) Sylvia             20120202
00088    7.04  0.14 K123E 212.81789   36.13574  276.69926    5.21446  0.1647678  0.21410025   2.7673107  0 E2012-E20  1876  64 1866-2012 0.58 M-v 38h MPCLINUX   0000     (88) Thisbe             20120228
00089    6.60  0.15 K123E 229.11824   44.82364  311.62219   16.13629  0.1828871  0.24184943   2.5513655  0 MPO219503  1395  57 1866-2012 0.61 M-v 38h MPCLINUX   0000     (89) Julia              20120121
00090    8.27  0.15 K123E  49.38956  243.26317   70.21129    2.21957  0.1571136  0.17573329   3.1567003  0 MPO216419  2402  69 1866-2011 0.49 M-v 38h MPCLINUX   0000     (90) Antiope            20111218
00091    8.84  0.15 K123E 272.83579   73.35663   10.74656    2.10840  0.1070720  0.23659193   2.5890242  0 MPO219503  1251  58 1866-2011 0.61 M-v 38h MPCLINUX   0000     (91) Aegina             20111126
00092    6.61  0.15 K123E  87.69083  240.63939  101.59207    9.92642  0.1035447  0.17307706   3.1889158  0 MPO219503  1166  68 1871-2011 0.61 M-v 38h MPCLINUX   0000     (92) Undina             20111218
00093    7.8   0.15 K123E 276.61124  275.04800    4.09088    8.56090  0.1414881  0.21555697   2.7548291  0 E2012-E20  1161  57 1899-2012 0.59 M-v 38h MPCLINUX   0000     (93) Minerva            20120229
00094    7.57  0.15 K123E 212.74247   60.10359    2.67540    7.96434  0.0890731  0.17548085   3.1597270  0 MPO216419  1124  61 1872-2011 0.54 M-v 38h MPCLINUX   0000     (94) Aurora             20110803
00095    7.9   0.15 K123E 315.48229  155.10149  243.11618   13.00561  0.1506605  0.18367466   3.0650429  0 MPO216419   968  55 1872-2011 0.59 M-v 38h MPCLINUX   0000     (95) Arethusa           20111001
00096    7.67  0.15 K123E 343.60369  208.56661  321.65393   15.96784  0.1382265  0.18493696   3.0510798  0 E2012-E20   897  41 1870-2012 0.58 M-v 38h MPCLINUX   0000     (96) Aegle              20120301
